ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
10248252,HY435772,09/23/2015 09:40:00 PM,121XX S STATE ST,0460,BATTERY,SIMPLE,STREET,false,false,0523,005,9,53,08B,1178445,1824317,2015,09/30/2015 03:35:37 PM,41.67322704,-87.622516479,"(41.67322704, -87.622516479)"
10248477,HY435790,09/23/2015 09:30:00 PM,018XX N LAWNDALE AVE,0820,THEFT,$500 AND UNDER,SIDEWALK,false,false,2535,025,26,22,06,1151422,1911997,2015,09/30/2015 03:35:37 PM,41.914403235,-87.719130719,"(41.914403235, -87.719130719)"
10248247,HY435779,09/23/2015 09:30:00 PM,012XX W 82ND ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0613,006,21,71,08B,1169286,1850402,2015,09/30/2015 03:35:37 PM,41.745010773,-87.655287307,"(41.745010773, -87.655287307)"
10249631,HY437073,09/23/2015 09:30:00 PM,051XX N KILDARE AVE,0810,THEFT,OVER $500,STREET,false,false,1712,017,39,14,06,1146785,1933869,2015,09/30/2015 03:35:37 PM,41.974511732,-87.73560616,"(41.974511732, -87.73560616)"
10251432,HY438998,09/23/2015 09:30:00 PM,069XX S TALMAN AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,false,true,0831,008,18,66,06,1159909,1858432,2015,09/30/2015 03:35:37 PM,41.767243934,-87.689426024,"(41.767243934, -87.689426024)"
10250402,HY437637,09/23/2015 09:30:00 PM,003XX E 58TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0232,002,20,40,14,1179686,1866640,2015,09/30/2015 03:35:37 PM,41.789338353,-87.616684599,"(41.789338353, -87.616684599)"
10248752,HY436328,09/23/2015 09:30:00 PM,007XX W BUCKINGHAM PL,1360,CRIMINAL TRESPASS,TO VEHICLE,STREET,false,false,1925,019,44,6,26,1170804,1922468,2015,09/30/2015 03:35:37 PM,41.94273318,-87.647616797,"(41.94273318, -87.647616797)"
10249259,HY436650,09/23/2015 09:30:00 PM,069XX S OGLESBY AVE,0890,THEFT,FROM BUILDING,RESIDENCE,false,false,0331,003,5,43,06,1192964,1859500,2015,09/30/2015 03:35:37 PM,41.769431669,-87.568232183,"(41.769431669, -87.568232183)"
10248164,HY435866,09/23/2015 09:29:00 PM,066XX S ABERDEEN ST,2024,NARCOTICS,POSS: HEROIN(WHITE),RESIDENCE,true,false,0724,007,17,68,18,1170126,1860754,2015,09/30/2015 03:35:37 PM,41.773399796,-87.651908959,"(41.773399796, -87.651908959)"
10249175,HY435752,09/23/2015 09:29:00 PM,062XX N TALMAN AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,false,true,2413,024,50,2,26,1157532,1941301,2015,09/30/2015 03:35:37 PM,41.994692911,-87.695882642,"(41.994692911, -87.695882642)"
10248145,HY435786,09/23/2015 09:25:00 PM,009XX W 79TH ST,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,0621,006,17,71,03,1171594,1852458,2015,09/30/2015 03:35:37 PM,41.750602491,-87.646770341,"(41.750602491, -87.646770341)"
10248072,HY435758,09/23/2015 09:25:00 PM,0000X E 71ST ST,4625,OTHER OFFENSE,PAROLE VIOLATION,STREET,true,false,0322,003,6,69,26,1178155,1857963,2015,09/30/2015 03:35:37 PM,41.76556265,-87.622561205,"(41.76556265, -87.622561205)"
10248067,HY435768,09/23/2015 09:22:00 PM,013XX S SPAULDING AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,1021,010,24,29,18,1154111,1908918,2015,09/30/2015 03:35:37 PM,41.90590092,-87.709333984,"(41.90590092, -87.709333984)"
10248069,HY435744,09/23/2015 09:20:00 PM,031XX N CLARK ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,true,false,1933,019,44,6,06,1170283,1920956,2015,09/30/2015 03:35:37 PM,41.93859561,-87.649576033,"(41.93859561, -87.649576033)"
10248109,HY435766,09/23/2015 09:17:00 PM,066XX S SEELEY AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0726,007,15,67,08B,1163837,1860700,2015,09/30/2015 03:35:37 PM,41.77338604,-87.674964556,"(41.77338604, -87.674964556)"
10248087,HY435757,09/23/2015 09:15:00 PM,003XX W 124TH ST,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,0523,005,34,53,03,1176084,1822697,2015,09/30/2015 03:35:37 PM,41.668834621,-87.631206189,"(41.668834621, -87.631206189)"
10248133,HY435799,09/23/2015 09:15:00 PM,013XX S KARLOV AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RESIDENCE PORCH/HALLWAY,true,false,1011,010,24,29,15,1149265,1893485,2015,09/30/2015 03:35:37 PM,41.863646428,-87.727535417,"(41.863646428, -87.727535417)"
10248112,HY435815,09/23/2015 09:15:00 PM,078XX S MAY ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0612,006,17,71,08B,1170011,1852871,2015,09/30/2015 03:35:37 PM,41.751770335,-87.65255922,"(41.751770335, -87.65255922)"
10248053,HY435738,09/23/2015 09:14:00 PM,017XX W PRATT BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,2432,024,49,1,08B,1163297,1945214,2015,09/30/2015 03:35:37 PM,42.005310568,-87.674565587,"(42.005310568, -87.674565587)"
10248065,HY435729,09/23/2015 09:08:00 PM,038XX S SACRAMENTO AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,true,true,0911,009,14,58,08B,1157005,1878845,2015,09/30/2015 03:35:37 PM,41.823319195,-87.699518824,"(41.823319195, -87.699518824)"
10248091,HY435788,09/23/2015 09:07:00 PM,049XX W ADAMS ST,2092,NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,STREET,true,false,1533,015,28,25,18,1143524,1898878,2015,09/30/2015 03:35:37 PM,41.878554737,-87.748475629,"(41.878554737, -87.748475629)"
10248049,HY435712,09/23/2015 09:05:00 PM,012XX W ROOSEVELT RD,1320,CRIMINAL DAMAGE,TO VEHICLE,CTA BUS STOP,true,false,1233,012,2,28,14,1168473,1894848,2015,09/30/2015 03:35:37 PM,41.866993033,-87.656984681,"(41.866993033, -87.656984681)"
10248166,HY435895,09/23/2015 09:00:00 PM,017XX N KEYSTONE AVE,0820,THEFT,$500 AND UNDER,APARTMENT,false,false,2534,025,30,20,06,1149111,1911318,2015,09/30/2015 03:35:37 PM,41.912585094,-87.727638664,"(41.912585094, -87.727638664)"
10248079,HY435745,09/23/2015 09:00:00 PM,029XX W OGDEN AVE,0320,ROBBERY,STRONGARM - NO WEAPON,STREET,false,false,1022,010,24,29,03,1157029,1892266,2015,09/30/2015 03:35:37 PM,41.860147488,-87.69906717,"(41.860147488, -87.69906717)"
10248057,HY435762,09/23/2015 09:00:00 PM,032XX W 16TH ST,2031,NARCOTICS,POSS: METHAMPHETAMINES,STREET,true,false,1022,010,24,29,18,1155208,1891864,2015,09/30/2015 03:35:37 PM,41.859081076,-87.7057624,"(41.859081076, -87.7057624)"
10250109,HY437526,09/23/2015 09:00:00 PM,065XX S LAFLIN ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0725,007,17,67,14,1167462,1861331,2015,09/30/2015 03:35:37 PM,41.775040665,-87.661658054,"(41.775040665, -87.661658054)"
10248891,HY436427,09/23/2015 09:00:00 PM,022XX W CULLOM AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,1911,019,47,5,06,1160455,1928510,2015,09/30/2015 03:35:37 PM,41.95953364,-87.685486334,"(41.95953364, -87.685486334)"
10248271,HY435997,09/23/2015 09:00:00 PM,032XX S MILLARD AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1032,010,22,30,14,1152549,1883065,2015,09/30/2015 03:35:37 PM,41.834988467,-87.715755057,"(41.834988467, -87.715755057)"
10249204,HY436576,09/23/2015 09:00:00 PM,002XX W GRAND AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,1831,018,42,8,06,1174539,1903858,2015,09/30/2015 03:35:37 PM,41.891583724,-87.634446444,"(41.891583724, -87.634446444)"
10248923,HY436098,09/23/2015 09:00:00 PM,014XX S SACRAMENTO DR,0620,BURGLARY,UNLAWFUL ENTRY,PARK PROPERTY,false,false,1022,010,24,29,05,1156220,1893242,2015,09/30/2015 03:35:37 PM,41.862842099,-87.702010464,"(41.862842099, -87.702010464)"
10248301,HY436000,09/23/2015 09:00:00 PM,042XX W ARMITAGE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,2522,025,30,20,07,1147954,1912954,2015,09/30/2015 03:35:37 PM,41.91709678,-87.731847071,"(41.91709678, -87.731847071)"
10248093,HY435770,09/23/2015 09:00:00 PM,044XX W IOWA ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,false,1111,011,37,23,08B,1146558,1905627,2015,09/30/2015 03:35:37 PM,41.897017483,-87.737163123,"(41.897017483, -87.737163123)"
10248146,HY435754,09/23/2015 09:00:00 PM,046XX S KEDZIE AVE,031A,ROBBERY,ARMED: HANDGUN,PARKING LOT/GARAGE(NON.RESID.),false,false,0821,008,14,58,03,1155816,1873699,2015,09/30/2015 03:35:37 PM,41.809221886,-87.704019109,"(41.809221886, -87.704019109)"
10250210,HY437570,09/23/2015 09:00:00 PM,053XX S MULLIGAN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENTIAL YARD (FRONT/BACK),false,false,0811,008,23,56,14,1134948,1868564,2015,09/30/2015 03:35:37 PM,41.795524371,-87.780681593,"(41.795524371, -87.780681593)"
10249290,HY436510,09/23/2015 09:00:00 PM,108XX S PROSPECT AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,2212,022,19,75,14,1167322,1832868,2015,09/30/2015 03:35:37 PM,41.696937024,-87.662983983,"(41.696937024, -87.662983983)"
10249239,HY436579,09/23/2015 09:00:00 PM,043XX W 82ND PL,0820,THEFT,$500 AND UNDER,DRIVEWAY - RESIDENTIAL,false,false,0834,008,13,70,06,1148668,1849426,2015,09/30/2015 03:35:37 PM,41.742753445,-87.73086068,"(41.742753445, -87.73086068)"
10248038,HY435737,09/23/2015 08:57:00 PM,047XX S DR MARTIN LUTHER KING JR DR,0460,BATTERY,SIMPLE,CTA BUS STOP,true,false,0224,002,3,38,08B,1179656,1873765,2015,09/30/2015 03:35:37 PM,41.808890677,-87.616576757,"(41.808890677, -87.616576757)"
10248161,HY435848,09/23/2015 08:55:00 PM,043XX W FLOURNOY ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,VEHICLE NON-COMMERCIAL,true,false,1131,011,24,26,18,1147605,1896685,2015,09/30/2015 03:35:37 PM,41.872459597,-87.733547157,"(41.872459597, -87.733547157)"
10248063,HY435708,09/23/2015 08:46:00 PM,014XX W 15TH ST,041A,BATTERY,AGGRAVATED: HANDGUN,PARK PROPERTY,false,false,1233,012,2,28,04B,1166992,1892841,2015,09/30/2015 03:35:37 PM,41.861517545,-87.662479177,"(41.861517545, -87.662479177)"
10248693,HY436168,09/23/2015 08:45:00 PM,056XX W DIVERSEY AVE,0420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,SIDEWALK,false,false,2514,025,30,19,04B,1138092,1918046,2015,09/30/2015 03:35:37 PM,41.931253876,-87.767957228,"(41.931253876, -87.767957228)"
10248078,HY435749,09/23/2015 08:43:00 PM,008XX N PINE AVE,1360,CRIMINAL TRESPASS,TO VEHICLE,STREET,true,false,1524,015,37,25,26,1139371,1904890,2015,09/30/2015 03:35:37 PM,41.895129073,-87.763578233,"(41.895129073, -87.763578233)"
10248056,HY435718,09/23/2015 08:43:00 PM,090XX S JEFFERY BLVD,0560,ASSAULT,SIMPLE,RESIDENCE,false,true,0413,004,8,48,08A,1191086,1845464,2015,09/30/2015 03:35:37 PM,41.730961294,-87.575569065,"(41.730961294, -87.575569065)"
10248394,HY435724,09/23/2015 08:43:00 PM,107XX S LOOMIS ST,0313,ROBBERY,ARMED: OTHER DANGEROUS WEAPON,STREET,false,false,2234,022,34,75,03,1168917,1833597,2015,09/30/2015 03:35:37 PM,41.698903304,-87.657123052,"(41.698903304, -87.657123052)"
10249113,HY435721,09/23/2015 08:42:00 PM,001XX E 96TH ST,033A,ROBBERY,ATTEMPT: ARMED-HANDGUN,RESTAURANT,false,false,0511,005,6,49,03,1178963,1841354,2015,09/30/2015 03:35:37 PM,41.719967227,-87.620104212,"(41.719967227, -87.620104212)"
10248020,HY435675,09/23/2015 08:40:00 PM,021XX W BERWYN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,2012,020,40,4,08B,1161158,1935174,2015,09/30/2015 03:35:37 PM,41.97780535,-87.682715747,"(41.97780535, -87.682715747)"
10250617,HY437898,09/23/2015 08:36:00 PM,008XX W ADDISON ST,0460,BATTERY,SIMPLE,SIDEWALK,false,false,1924,019,44,6,08B,1169861,1924124,2015,09/30/2015 03:35:37 PM,41.947297957,-87.651034295,"(41.947297957, -87.651034295)"
10248111,HY435742,09/23/2015 08:35:00 PM,009XX E 79TH ST,0440,BATTERY,AGG: HANDS/FIST/FEET NO/MINOR INJURY,PARKING LOT/GARAGE(NON.RESID.),true,false,0624,006,8,44,08B,1184073,1852826,2015,09/30/2015 03:35:37 PM,41.751329969,-87.601030331,"(41.751329969, -87.601030331)"
10250952,HY435703,09/23/2015 08:34:00 PM,008XX W WILSON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,false,true,1914,019,46,3,08B,,,2015,09/30/2015 03:35:37 PM,,,
10248148,HY435723,09/23/2015 08:30:00 PM,075XX S STONY ISLAND AVE,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,true,false,0411,004,5,43,06,1188123,1855151,2015,09/30/2015 03:35:37 PM,41.757614433,-87.586115266,"(41.757614433, -87.586115266)"
10247982,HY435700,09/23/2015 08:30:00 PM,021XX W HOWARD ST,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,SIDEWALK,true,false,2424,024,49,1,24,1160793,1950357,2015,09/30/2015 03:35:37 PM,42.019475592,-87.683634371,"(42.019475592, -87.683634371)"
10248265,HY435852,09/23/2015 08:30:00 PM,042XX W MADISON ST,0460,BATTERY,SIMPLE,SIDEWALK,false,false,1115,011,28,26,08B,1148227,1899678,2015,09/30/2015 03:35:37 PM,41.880660786,-87.731186405,"(41.880660786, -87.731186405)"
10248050,HY435699,09/23/2015 08:30:00 PM,0000X S DEARBORN ST,0460,BATTERY,SIMPLE,SIDEWALK,true,false,0112,001,42,32,08B,1175952,1900027,2015,09/30/2015 03:35:37 PM,41.881039549,-87.62937262,"(41.881039549, -87.62937262)"
10248129,HY435720,09/23/2015 08:30:00 PM,094XX S MICHIGAN AVE,031A,ROBBERY,ARMED: HANDGUN,ALLEY,false,false,0634,006,6,49,03,1178811,1842500,2015,09/30/2015 03:35:37 PM,41.723115453,-87.620626193,"(41.723115453, -87.620626193)"
10248216,HY435727,09/23/2015 08:30:00 PM,042XX W HIRSCH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,2534,025,37,23,08B,1147686,1908980,2015,09/30/2015 03:35:37 PM,41.906196882,-87.732933918,"(41.906196882, -87.732933918)"
10248037,HY435698,09/23/2015 08:23:00 PM,038XX W MONROE ST,0498,BATTERY,AGGRAVATED DOMESTIC BATTERY: HANDS/FIST/FEET SERIOUS INJURY,STREET,false,true,1122,011,28,26,04B,1150782,1899386,2015,09/30/2015 03:35:37 PM,41.879809931,-87.721812233,"(41.879809931, -87.721812233)"
10248168,HY435764,09/23/2015 08:23:00 PM,051XX S SAWYER AVE,041A,BATTERY,AGGRAVATED: HANDGUN,ALLEY,false,false,0822,008,14,63,04B,1155579,1870429,2015,09/30/2015 03:35:37 PM,41.800253318,-87.704976073,"(41.800253318, -87.704976073)"
10248094,HY435794,09/23/2015 08:20:00 PM,062XX S ARTESIAN AVE,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,0825,008,15,66,19,1161109,1863237,2015,09/30/2015 03:35:37 PM,41.780404794,-87.684894699,"(41.780404794, -87.684894699)"
10248074,HY435715,09/23/2015 08:20:00 PM,075XX S RACINE AVE,0560,ASSAULT,SIMPLE,TAVERN/LIQUOR STORE,false,false,0612,006,17,71,08A,1169629,1854690,2015,09/30/2015 03:35:37 PM,41.756770198,-87.653906431,"(41.756770198, -87.653906431)"
10248006,HY435695,09/23/2015 08:19:00 PM,055XX W CORCORAN PL,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,1523,015,28,25,18,1139107,1902008,2015,09/30/2015 03:35:37 PM,41.887225312,-87.764618008,"(41.887225312, -87.764618008)"
10248175,HY435755,09/23/2015 08:10:00 PM,007XX N LAWNDALE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,1112,011,27,23,18,1151587,1904667,2015,09/30/2015 03:35:37 PM,41.894285768,-87.718717474,"(41.894285768, -87.718717474)"
10248090,HY435722,09/23/2015 08:10:00 PM,001XX E WACKER DR,0460,BATTERY,SIMPLE,HOTEL/MOTEL,true,false,0114,001,42,32,08B,1177683,1902638,2015,09/30/2015 03:35:37 PM,41.888165132,-87.622937212,"(41.888165132, -87.622937212)"
10248493,HY436133,09/23/2015 08:00:00 PM,003XX N CLARK ST,0820,THEFT,$500 AND UNDER,RESTAURANT,false,false,1831,018,42,8,06,1175479,1902565,2015,09/30/2015 03:35:37 PM,41.8880146,-87.631033159,"(41.8880146, -87.631033159)"
10249551,HY436744,09/23/2015 08:00:00 PM,053XX W FOSTER AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,false,false,1623,016,45,11,05,1139776,1934066,2015,09/30/2015 03:35:37 PM,41.975183621,-87.761375855,"(41.975183621, -87.761375855)"
10251270,HY437725,09/23/2015 08:00:00 PM,031XX S SHIELDS AVE,0810,THEFT,OVER $500,OTHER,false,false,0915,009,11,34,06,,,2015,09/30/2015 03:35:37 PM,,,
10248227,HY435800,09/23/2015 08:00:00 PM,041XX W 58TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0813,008,13,62,14,1149717,1865820,2015,09/30/2015 03:35:37 PM,41.787721098,-87.72659335,"(41.787721098, -87.72659335)"
10248190,HY435688,09/23/2015 08:00:00 PM,060XX S ALBANY AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0823,008,16,66,08B,1156749,1864505,2015,09/30/2015 03:35:37 PM,41.78397348,-87.700845127,"(41.78397348, -87.700845127)"
10247977,HY435693,09/23/2015 08:00:00 PM,002XX N MOZART ST,2024,NARCOTICS,POSS: HEROIN(WHITE),ALLEY,true,false,1222,012,2,27,18,1157378,1901197,2015,09/30/2015 03:35:37 PM,41.884647965,-87.69754325,"(41.884647965, -87.69754325)"
10248001,HY435673,09/23/2015 08:00:00 PM,073XX N DAMEN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,false,true,2424,024,49,1,08B,1161661,1948940,2015,09/30/2015 03:35:37 PM,42.01556919,-87.680480001,"(42.01556919, -87.680480001)"
10254442,HY442361,09/23/2015 08:00:00 PM,036XX N LAKE SHORE DR,0810,THEFT,OVER $500,STREET,false,false,1925,019,46,6,06,,,2015,09/30/2015 03:35:37 PM,,,
10250794,HY438247,09/23/2015 08:00:00 PM,066XX S MOZART ST,0820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),false,false,0831,008,15,66,06,1158521,1860508,2015,09/30/2015 03:35:37 PM,41.772969186,-87.694457138,"(41.772969186, -87.694457138)"
10249601,HY435687,09/23/2015 08:00:00 PM,032XX W 38TH ST,051A,ASSAULT,AGGRAVATED: HANDGUN,SIDEWALK,false,false,0911,009,12,58,04A,1155423,1879223,2015,09/30/2015 03:35:37 PM,41.824388353,-87.705312492,"(41.824388353, -87.705312492)"
